id,target
ff7e68ad65,1
300388d86e,1
6929072e19,1
64f2ae8c9e,1
2aec6edf4f,1
8148559e7a,1
8a237b3f7e,0
f880493fb7,1
098e5442b9,0
2e24baebd3,0
e57aced589,0
be2b9cfbd3,1
59e840885d,0
ab4812bb03,1
f9bc4b7936,1
3039eeeab0,0
0dd3e59b77,1
78a3becc6d,0
f8eed5d597,1
2389c4ccef,1
fd7cd65391,1
4abe8c8468,1
77bd6cb703,0
e60eecb507,0
9f195088d5,1
db7e4ac1e2,1
777c3e7a09,1
022793de43,0
2c44d0e1e5,1
562be1be39,1
fc517aebf7,0
7181304e8b,1
c4e9e69c7a,0
8c45485ee1,1
2e3d32b511,1
0bf5950ce0,1
429460af62,0
e1c7855397,0
a6f5a7dd45,1
7de041b5ec,0
3b90a41985,1
414bebd6ac,1
d754ad89da,1
b941eec99f,0
28e680086d,0
1caa1e3331,1
4cd38f6d8c,1
11cd8b55e0,0
fe2e08277c,0
4972588855,0
e57ae758c2,0
6675ddcf73,0
66d6d2b985,0
bb429733eb,1
7c1584e265,0
425927b0b1,1
7a4fd57ef6,1
2f1ab61dd0,0
faf061dda7,1
aee6b820ab,1
2c67dc3498,0
656c2a5058,1
0ef19ebac0,0
ad5cfe4c9f,1
588cc814de,0
72f1acd83d,0
990c41a58d,0
4f9736e497,1
54fce891a0,1
192064f3a3,0
f9caacdc89,1
7b1fc0cb55,0
17127a3391,0
dfdf4a5c90,1
5830579ceb,1
41bfc22ea3,1
57c379c720,1
833412f510,0
aab83fa869,1
a5893db0d4,0
2e04d0e583,1
abb86a2836,1
ffd15f4e69,0
864d804c54,0
ed02809233,1
abf6dca20d,0
e5c975d616,0
f5b5f1fb15,0
ff79473334,1
d1825b90d1,0
7dcc65ef05,1
30830e2071,1
879e54ba88,1
6bb4cb5380,1
3f6ea1d211,1
ecc37f54fd,0
5a19cb197a,1
7ac5f6b9fe,1
cb84aee25c,1
49ac69fd0a,0
cdca241f46,0
78858190f5,0
58b1c4e46a,0
ce3391a4b9,1
a558d53872,0
800a75f75e,1
997144536d,1
159f79fa5c,0
d32df5eee3,1
c883a70f82,0
347bae724c,1
4698159669,1
e1dc866d2e,1
4d0c299d24,0
e7d50dd51c,1
d8e1786379,0
28a7206889,1
0c662a94e0,0
037605d8da,0
72341563b5,1
196a9e5a45,1
71beeec72e,1
089438840f,1
8c6d70d787,0
83f22d084b,1
755949a0ee,0
afc3e02e02,0
c3b5ce6a6a,1
221e7ff984,0
0f9d509770,1
c4223d2cf5,1
ecda0f043b,1
cb69845a19,0
91be264a87,1
ec5a4757a5,0
a299f3c67e,1
eb3f183bbf,0
6d71f5720d,1
4cbaa5ae6b,1
31b37928fe,1
2a47f89a93,1
9a7d896afb,0
010c0b9380,1
513153dc4b,0
c7499749fd,1
dc5f510f7a,1
04116ce523,0
8434e19505,1
9ca9d3673c,1
e88715129e,0
af553e5422,0
d5bf05724e,0
f3f3e9498a,0
114452ea5b,0
7387934c53,0
7209b6c13d,0
6422693554,1
bfaf7ced79,0
fc64d97d24,0
8488318bad,0
c57ee61d9e,1
87663e1075,0
2202b29591,1
1da8122209,0
d352cfd488,0
22c268e42a,1
2b0e256894,1
dd79ec5dcb,0
e359e3894e,1
cfcc22c237,0
afc51ea436,0
336c1df92a,1
011bd9e534,1
f5a8bd7f2c,1
0b4a3fcd3b,0
db003ad5b6,1
a8f32a1d96,1
310af808e6,1
fb728f40ca,1
f481b49d0b,0
75e98d4120,1
eda52d1b85,1
3771bf8464,1
0dc745f558,1
1ed4ac6788,0
f4fe4f76a8,1
0a2edbbf59,1
e78db44b78,0
a03698ac13,0
6f9e7d5c78,0
61b4ac613f,1
b43181adc0,1
19b7cad12a,1
76904bac06,0
e6211bdd88,1
524c1ac370,1
6957b367b3,0
cdf13c8c43,1
e3d27dbef4,1
957e8c2d0a,0
44f2da3f9b,1
6352f20549,1
e26dd50d9c,0
9315a08862,1
ce8bb6b15b,0
be373f45fa,1
cd0f6b3058,1
d38e2d5605,0
3da6025bb0,1
ac06e35cd3,0
16b5dea066,1
cc785164bf,0
286570a05d,1
a002c57e6b,0
c103c9f10f,0
248c890498,1
f5ea9e0437,1
959e73b190,1
9351e52520,0
8e6c1c3ad5,0
d686cb24e9,0
d711906d7c,1
910f31a00f,1
f45bec14ac,0
46334689ee,0
ea1eff9d7f,1
55e19fc553,1
82b9e63eb7,0
6c77f56ed1,1
e8b3696be9,1
2754f8880c,0
f7d297923c,1
6af0e72677,1
96f5a17b1d,0
ba4402bd6c,0
5f7e48bf73,1
b37d674c58,0
2ae5c40805,0
bc76220c4a,0
eae82507fe,1
6c2e677526,0
c04ac20a03,0
26214fe183,1
399bf968d1,1
6f64972312,0
0de469808a,0
8608693d58,1
674fc804b0,1
19ea3146fd,0
f248546b1e,0
6ed654d5e9,1
37a796086e,1
36a224bc62,1
b7b3bf7e93,1
0d93507907,0
b0d512c814,0
f6f3bac5a0,0
efec85b6a5,0
fc69b713f0,0
8a5fbd4825,1
3050a44136,1
7000f47d2b,0
a612715540,1
b32841a654,0
fd7a960995,0
e548ae9f2c,1
e8060a0410,1
33c73c5ded,0
780534a54c,1
a28d9cd94e,0
7ff5caf6a9,1
b241629c9c,0
b2040d04b4,1
c23c7f21f9,1
76c3835e42,1
5fe51795a0,1
f4c08176b4,0
a52563541a,0
db42286874,0
c712bc1dc0,1
3394594158,1
7886bf72f2,0
5be36279cb,1
fc7edea1d9,0
86d7bd0cdd,1
c67b0edca6,1
0cbf5dba31,1
bdace5d83d,0
e40dff5415,0
140319d12e,1
4de46c3fc0,0
eca1b498dc,0
ee493c9a13,0
fdea92ff81,0
e435edea86,0
36b59a9fef,1
2a57d56cb3,0
be7c874d76,1
56e43a8d62,1
51a91f2105,0
590d42ff1e,1
aaeb45c59e,1
cdbd7d4cb5,0
c73535e32a,0
658c6a5b86,1
417f1b96e0,1
676a35448a,1
bb48a5f8a5,1
9a4f284d5c,1
ca86685380,1
986c1b03a5,0
528e9a3efc,0
c73a97efe0,0
36b43043c3,1
e65ccb57f3,1
d2180f9f43,0
a40e017591,1
b957846b80,0
f0ea8a31d7,1
422b28c1c5,1
8a24b200e5,0
c5568e95f6,0
7d2942d21c,1
86b89644a0,1
19463670f5,1
a6a3679c45,1
91be5d008e,0
5b7e15542e,0
2bb152a78e,1
103bb39052,0
a643294dd8,0
8b89361c20,0
a805b81f38,1
2e6718e69f,1
ed4aabc140,1
2fe4bfc966,0
2a379ca97b,0
3073824a85,0
290a1b0c6b,0
724ba0fcd9,1
3d7bee58d6,0
5161d14b54,0
9182730247,1
d6d6f6e60a,0
594b7a21ce,1
c2cf6c8015,0
8047f5ea65,1
8591b654b5,0
643e8fc68f,1
5adc723792,0
486f40258b,0
8b94d2d293,0
79ddb2ca20,0
2724bd08e0,0
0a6a2ec00b,1
2b321dc02a,1
76f46952a5,1
37bdad360c,1
84bdcff785,0
3d4a705adc,1
38fa39749d,1
b89581ebd0,1
34afb1f8b7,1
da6028149b,0
a02a83763f,0
97d252147a,0
2fb8d73c23,0
035ca75953,1
d03f2c255e,0
277051d7f8,1
fce2777822,1
d409110940,1
14893980a3,1
2e83b10d57,1
866cc1598c,0
c62bac795b,1
b5a3f87667,1
4e5f5a6f6d,0
383311f9e6,0
b1abed1331,1
90ccf9d3ea,0
0fcd7b0c33,1
b7274b9784,0
ec44037f3b,0
dbd0602198,1
92faf2c695,0
64bfdcc8d7,1
387529635f,0
d7ad67c049,1
5eb81ca0de,1
e5f1a0cd99,1
e5d77bd871,0
59121eb00d,0
b4dccb335c,0
5b2e0ff9ea,1
f8df4d5a3b,0
ad79ad8d26,0
9fc769b7fa,1
40ef62e256,1
00eb0ee5fd,0
a2f69e5f45,1
ed3a7acd0e,1
b896da257c,1
9c5c1e2c00,0
66c68966fb,1
6e80eb058a,0
1808704322,1
9076a11674,1
42ae97a0ef,0
0917819c92,0
25ac8e052d,0
8b8ea5eb2f,0
bb51a15269,1
7c8e2fc875,1
d29f03aa30,0
ec203c92ff,1
be47e25c35,1
3329ef4849,1
976d68511c,0
114f379060,1
ded51ee890,0
d9951685ae,1
6ef2f3b7ea,1
0d5956b32d,1
26e68aaccd,0
fb79e507a1,0
b34a8cf9c0,1
745b79ef54,0
2152574a92,1
4230d293dd,1
96c5f1b9a8,1
12a555d18e,0
6ebc391512,0
35bfc8075a,0
a8661b1c74,1
f5c96f4335,0
a32a09dbd0,0
b98a609494,1
280f3423ea,1
13a60f8813,0
69116ed5d0,1
88dfe575f9,0
38028f87b6,1
717c68783c,0
ff33eb92ac,1
0c6f60dba1,0
b89f81153f,1
64ff90e01e,1
acd43b3f38,0
8ed1f612bf,1
cdd4760f35,0
a3329e5b96,1
ac595a5f6d,1
59b1968aca,0
e8d805efff,0
7045bbb5a0,0
cbf52a02de,0
a4c660b249,1
ae85d6b93b,1
0528b55af1,0
0afea810b5,1
0f54c1a4d8,1
034ddab6a3,0
7d53f086a8,0
78dca2fe11,0
6e8893eaee,1
308374f024,0
fd840ccace,1
48a4fe62a0,0
70aa5b0166,1
ff8b3ce8b7,1
bf3f8a7a46,0
efe0608ffa,0
92e762d535,1
25dbcb6fff,1
dd7c7da397,1
bf6781d62e,0
9a66d89765,0
38177ee517,0
837050f583,1
d6f99d48a5,0
de64b97cc6,0
a8205dfef1,1
860074c89b,1
c8bddb284e,0
5628f9b4d3,1
16ec5e4f01,1
8bb75bd239,1
df72485885,1
66e3bc4e87,0
f879c9102d,1
14b17ef267,1
e945388d45,1
98c3241d61,0
b0ab05c64e,0
0f831fba1f,0
0ec7f6ff81,0
8d46dce71b,1
eb7a2e852e,0
f540ec7c74,0
a897b232b5,0
7b0ad81a17,1
8f9992e6c0,1
d65bbe6d3f,1
017bc8b7c2,0
d5a535286b,0
fa417654e0,0
39b074dccf,1
21918adb43,1
181ffb15ae,1
141fc1d9b8,0
bf06f2a308,1
41d63dafe7,1
77df6dd669,0
5541c79a89,1
b95b16e959,0
ab652f2628,1
e66042596a,1
93e732675f,0
a56bdf73c9,1
d556ac3b05,0
9afef3f0c9,1
008cef364b,1
df56b2c148,1
47023b740c,1
cdf096371e,0
13fa9035aa,1
aef0acbef5,0
aff7f7dd33,0
85f0533e8c,0
f6e5e6f717,1
8076177af4,0
e20bb22593,0
1c6229f6fe,1
7b703e0976,1
0294e0c54b,1
4e867bc04a,1
897289b965,1
a695d5629e,1
eaf37676bb,1
1943f8293f,0
cbc5348644,1
9b46eb5abc,1
324146cbc5,1
1a1d322a59,0
d865934303,1
5c7c599fbc,0
217da2b817,0
14f960aeeb,0
18d860c4ed,0
80e049a245,0
8b4af6bcaf,0
cb0231acaf,0
991f7c6407,1
0d42154f5b,0
915750ac95,1
5667ea5b7f,0
92f3c40d92,0
7280964871,1
c2de554ce2,0
39be8de742,1
60d3ed13f9,1
6374a665e7,0
97c852fe56,0
4740552f82,0
3dc4c5cf6f,0
b2d6b3dcb1,1
12d6fe1b33,1
e32b707e64,0
c4071317a4,0
3771d0c9d2,0
56fa64a960,0
0b3f02b9e6,1
5b597e998c,1
8b61f646aa,0
161ec21e8e,1
520b514063,1
db818779c9,0
f706fe6b2e,1
90813cff20,1
2faf3a4441,0
e69517d7da,1
204b83e425,1
8c1c1199a7,0
6ca9807a2d,0
e67b1857ed,1
9f355e2b60,1
373f323c8c,1
42e012cfdb,0
b33b9c79c2,0
2a51d3c4d7,1
ba005bfad4,0
fa067ec2d1,0
9cd9d7d18c,0
7fd286d1b7,0
714dee7a07,1
6fa26dc4b5,0
7203664621,0
2bae899a6e,0
22e409fe20,0
846e8d73e9,1
990286b43f,0
ad262599e9,1
efb84c1ad1,1
ac5333df79,1
c215457d26,0
d2261b84bc,0
f8e0f9690a,0
313b09e2b5,1
bb4b521e66,1
3c32501ad1,1
ed794df44d,1
a5c8c2ffe6,1
5117b71ffe,1
d4e3ad327e,1
e9863a9992,0
162cdcb494,1
3b5c03297e,1
07174ca4a8,1
eb2169aa7f,0
7e74ce6852,1
493178ab48,1
44170d6f29,1
078bd8406e,1
4f726c0db8,0
743e09a237,1
62f94d5e87,0
5916579e52,0
adec054413,1
69fcd44505,1
834d00afb5,0
746df21c14,1
57f8ee9595,1
d6aea5df65,1
66cbc098a9,1
02c3d9b21c,1
0701054ed6,0
0a90560155,1
2aedf7b917,0
3bc203758e,1
5e17942abe,1
af475dd1ee,0
9b2df63a4b,0
4f499f7b26,0
59cae22836,1
4e96777d64,0
eb9bd49bac,0
2d42a181c9,1
04ce507ce1,1
698471015c,0
d6a8d1edcc,1
834519c1f7,0
38e6508777,0
6323635907,0
56f29e6eb4,0
0d39c2a221,1
95f755b5b6,0
a6aa9e1206,1
87acc7e076,0
399398f51a,0
e4587373ee,0
c081662e21,1
6585164324,0
a1d03729e1,1
3ab139c3c1,1
cc9c2f198c,1
c105b26ede,1
135d06083d,0
d5a5b2f72e,1
f952e9d20c,1
cd277b59bb,1
a6ec5bf247,0
5e9da480ff,0
067b764331,1
afbaf9edcb,0
99c2208054,1
5811bf525a,0
b1df75f446,0
34111a1ec1,1
66f325a575,1
50d5eaf125,0
af22fa44ab,0
6b503da8d4,1
405345fa5d,0
237b3b4a74,1
f809a68082,0
eb04649d9c,1
85e26c68a6,0
5363ac848c,1
3a98f52780,0
9b127038a5,0
3a7236033e,1
366a7214ad,1
1b98a6344c,0
fe2b994ab1,1
f859618d44,0
2d46ba6624,1
bf801be6a0,0
f86f7b29b3,1
c38316f7e5,0
31e2758cf6,0
ce766f7b00,0
ea787cba9e,1
cc3f5acf14,1
6f1b24334a,0
26dcce9039,1
54a1eb9d8f,0
5295ad5e7b,0
352e4fe5b9,1
2786d311d2,0
0dad1e75b2,1
9b5accdc03,1
68d1a3d188,1
c4e292a2b6,1
1b36cbc793,0
ebba35b826,1
c046085e9c,1
affe50655c,1
08c1bd4a6d,0
7f8c1542f5,0
5de1fc750b,1
c93684c8b7,1
cf7edd3eba,0
7e0200b90d,0
8ca1233e07,1
4fc9d36181,0
5c0ba628a4,0
c1f336bfc4,1
71e6a0033c,1
c100339130,0
e4d8f6a716,1
8cb3450ca2,0
26f2688493,0
bb86eb4b7d,0
7552675bc7,0
50737357fc,0
410a61d350,0
6adf7f35de,1
35fdc2bf7a,1
5e10e291ea,1
2cee63ee2f,0
a3a01bbea8,0
72ab85eb82,0
425f414d74,1
ef17460f5e,1
2843f604f2,1
2fb39880c0,0
2d76e08855,1
49c7c8691a,0
5114ed981d,0
482d209493,1
8a0f84b561,0
fd47af5c91,1
26fc10372d,0
be7a590ccf,1
4d1b09aa23,1
415b17d127,0
099238c3b1,0
e7da20b528,0
a1f84d336b,1
c76b293815,1
60d5a7df30,0
4f61248148,1
fef5e4df4b,1
fd79c3b130,0
781cdd82de,1
d9ab739016,0
2e946298ab,0
bee9034b14,1
8c16e98249,1
17a8e7df95,1
0c28ed8ee9,0
0220308281,1
adbe468e20,1
7d153e6aa8,0
f7200120d9,1
62b753f9f6,1
a205735c56,1
9b00837204,1
841aa0eb18,1
33297c119d,0
ac31a135d8,1
9e620f8da6,0
fe7d2bee56,0
78d7a5ca93,0
57acd4cdc9,0
c0c1bde2d5,0
f747a562f9,0
7a6b864ac4,0
a75f455d1d,1
e82c771381,0
af86cef7a6,1
a58abf814c,1
2b9f9a0cf1,0
adbbc93369,0
5c96a83fa7,1
aa61e866a4,0
e544b593f7,0
62c17e498a,1
e29a3ff9bd,0
b26eab0b57,0
93b9809dd0,1
d265847849,0
d636729703,0
52c8b33848,0
55a5f6ec01,1
44b5bfb141,1
42be4036a3,1
3e1d75aed9,1
fe9397998a,0
5cfac57c27,1
a95d9cdbdb,1
82f8944324,1
dd64d736d2,1
115e17f4e7,0
ae4c4619fe,0
8e6e95cb18,0
ede96835db,1
4e8125ce48,0
e18ffe1cf6,1
a33c669ef4,0
97533db150,0
f05c909cb5,0
d66f880489,1
0f777c05da,0
70942dfe17,1
2daff54347,0
bd0b4a1b11,0
214502a663,0
53d7bf7a13,0
810e29f227,0
2c55dffa99,1
cebdd08d06,1
d227d291b2,0
125488b307,0
77be81e9e0,1
391d72f5a8,1
39c93fe877,1
3283d5501b,1
c0525f4d1f,1
54cab4bd4c,0
ef71f9cbf6,1
f2304425cb,1
6de78a9391,1
444f7f14d3,0
5e073e0d48,1
8e0006f8a8,1
95edf72cd8,0
cf93b35d0c,0
6d72b236fb,1
8672a21258,0
7e90457382,0
b1ffd30479,1
8db422c877,0
089ba9f408,1
949945b0af,0
6a7c85463b,0
400573e6bc,1
8254b892c0,0
94ba95994e,0
6531721f83,0
a22bb63c2a,0
bacc6e808f,1
fb763d2b40,1
0ad8e33514,1
2c675be814,0
482bcd6cdb,0
909a1c205c,1
46359d0ed1,1
f91d2c8df1,1
8be4ce983d,1
42be393ac2,0
72a5c8d0da,0
18dad39806,1
d47e18f1d9,1
dcc284ca1d,1
ba239ef956,0
8586cee6d8,0
aff2571278,0
5dab0cd098,0
228e9811a2,0
189294a97b,1
4c23cde493,0
373b48d9d9,1
1d7e906c2f,0
95b1784030,0
15277d40f7,1
b8f4b703f2,1
7c31f60226,0
c82069f71f,1
c0562d3ac4,0
bf1c00af38,1
55e7e34c8b,0
1405170a5f,0
c4b6b12b00,1
d5461cd690,0
fe4813ac4c,1
48226282b3,1
6d1ad4b210,0
47a15a0087,0
f9430ff99e,1
cfd978927e,1
6174d72472,0
f668672588,1
2015b0b85f,1
547a0caf5c,1
af9abd4733,1
153bb6cba1,0
f2cd2703bf,1
b69608ffcd,1
81b430b273,0
b5c32d3a6f,0
25288812ec,0
c548f01daa,0
f801941c4e,0
b7796e988c,1
3245196144,1
e9819bdf91,0
4a382b4f26,0
72b32e4386,1
47ac586f33,0
47dd597423,0
3997cf8127,1
d2a6657093,0
0da0c9e65c,1
f1c22b9056,1
902ea85763,1
291c2582c3,0
755b8fd7ec,1
08d2e6f1ea,1
5bb941973a,1
adc89600f9,1
1304d7ee81,1
809a924564,1
aeb86a0498,0
b1e8b0e442,0
f73a6b0df6,0
ada39ec724,0
1959170881,1
dfb1941b57,1
249a865112,1
81af15ee82,0
65f5612960,1
26a714c560,0
94f64cad98,0
03d77d8d47,1
4b1fc99bc9,1
0cb8f76f2e,0
3ac7a63351,0
0fcf95a873,1
9798896e9f,1
70ddad91b7,1
579467f3be,0
285c542fc9,0
fc4dd750ac,1
367275163b,1
67bf725ca5,0
05a11f220a,1
6d0dea2fbc,0
01b70f80e1,0
ef051623a3,0
90f2c81894,0
6c4b7f5ffa,0
09519a5a52,1
fde8cf0041,0
2862e95b62,0
88a75f1d78,1
79b13723a2,0
3d4d883814,1
af7c645f63,0
4dc4a8026e,1
9e9083ed93,0
6708c0db88,0
e767acaf4f,1
535574da27,1
501f4385f1,1
96fb27f99a,0
6e631f72d9,1
0c3f1b1dbe,0
9d6ea7f9d1,0
755dd19d92,0
56ebdfa53a,0
a52b4c34e6,0
9ab7858c08,0
ec87035967,0
ded7b33a2b,1
05c1e69592,0
f1b71d8b81,0
08370c1a5d,1
f87e83444d,1
7bef3511cc,1
6234fb757e,0
f6da03b3a4,1
99e5dc300c,0
8ad09d5022,0
e2519fbecc,1
7ce2616d4a,1
1bffacaaf6,1
fe76eb62be,1
f91406331c,1
025e0e8611,0
fa3d7261dc,1
f9291cfd67,0
5a6b49d5a1,1
52274a0cdc,1
e64d81bd42,1
2223dd0915,1
19f7185463,0
a9ebdd27d4,0
bcdaf3bb7d,1
8033c31f7e,1
2210614d42,0
3031d60c50,0
11754cb56f,1
cac478513a,0
556dc473e5,0
861418c569,1
68d40dddd6,1
35cd7d4f68,0
3de6454cfd,1
01141000fa,1
44c347a439,1
4cffee2981,0
908e0c94b6,1
f7586047eb,0
c103d6521b,1
3772e05b15,0
1c65ed8125,1
58a1169e6a,0
30c4b5a4d6,1
86a330b79c,0
f314c363b8,1
98acdf4e55,0
5157b73284,1
d3e0e0fde1,1
2e3024fc35,0
1e31016e8a,0
a6bee19268,0
537fc2bffd,1
bba413f5c6,0
7d25cd2079,0
b3fe9e5e45,0
b442158466,1
291a9e502b,0
328a09f2f0,0
59cdd1aa4e,0
2aaff913bd,1
9415362e38,1
0587f8293b,0
5b5acf8627,0
d7d0856fa6,1
a45dbca1e0,1
6f9aecb62a,1
e639bf654f,1
d9d4bb026e,0
f739c82cfa,1
2d1e0c48c1,0
444045e09b,1
ccda154ef3,1
57a7439500,1
211a03f7d7,1
87bca84f96,0
c3831d19cb,1
4a308682b8,0
b70c1a53ca,1
2dfe307a68,0
e192376d1d,0
49d7537185,0
5c7a3f45be,0
3a52eaedf5,0
bd458bf379,1
3a545dee69,0
50ce71ef1a,1
3f2031749d,0
096c98e80a,1
f85d29210b,1
9bcc51f7fa,1
253dc6f509,1
e0f232645c,1
be20f813ef,0
2145adc619,1
72f22a1667,0
af0b57c301,1
4390d9a1e9,1
f44e2e2f6f,1
07439b74ad,0
8df28d1a56,0
8ee6dcd36c,1
84b93296fc,1
5067735ea7,1
06f3833677,0
c16b821bce,1
06765e7e83,0
58d47de314,0
c6fb606622,1
c9855b5713,0
97e9f406e6,0
ee62f3b5d2,1
74109bd3d6,1
839368a7ca,0
db5e274e16,1
3ddcf6a41f,0
26ad59c29b,1
b97f900739,1
6072359c8a,1
c2b6ba3d9c,0
efb679eb9d,0
f3df3498b8,1
a4f5904918,0
53268c74ff,0
f096e529ee,0
ed43ba4af8,1
1ed129e53b,1
35479bfcf0,0
55a36eb8bd,0
688b7c4bf3,0
20e8f0a8bd,0
d57f42dbb5,1
ac5d2c84a2,1
1fe1d38eab,0
5c3c0c4ad5,1
273562d6e8,0
a30ff30691,1
dd93e631b0,0
ce204ff36f,1
163ff3f04d,1
5256e28678,1
c34a54bfd7,1
afb5af8010,0
bdf1cd8275,0
257ce1c687,0
f82ff6970e,0
91a50ddd26,1
3d5f056ecf,1
2a59018c6d,1
c267f5f6d9,0
84a96337b7,1
5c85d856fa,1
9fd5557d4a,1
ddab66f237,0
4dca086bbf,0
c56d74cade,1
52f2a504ff,1
